Imaging phenotype cluster ID,CD45,Ly6C,TCR,Ly6G,CD19,CD169,CD106,CD3,CD1632,CD8a,CD90,F480,CD11c,Ter119,CD11b,IgD,CD27,CD5,CD79b,CD71,CD31,CD4,IgM,B220,ERTR7,CD35,CD2135,CD44,NKp46,X.X,Y.Y,Z.Z,MHCII,blank_Cy3_cyc15,blank_Cy5_cyc15,sample_Xtile_Ytile,niche cluster ID
9640,3405.93188476562,-22.4736404418945,196.616439819336,200.777786254883,1382.05737304688,3639.71801757812,970.327209472656,-70.6529846191406,1027.7431640625,1083.4638671875,1818.20532226562,368.210510253906,2137.6318359375,118.252128601074,236.635726928711,6339.21435546875,590.606384277344,418.197662353516,2446.92211914062,301.337860107422,1382.0947265625,1671.61279296875,397.726989746094,3508.400390625,335.060760498047,3724.49267578125,2100.73388671875,4122.66015625,656.179992675781,632,543,4,585.39599609375,1014.85089111328,598.663513183594,BALBc-1_X03_Y03,72
9640,1744.47314453125,-156.152496337891,-198.262222290039,29.8097591400146,1483.18603515625,3473.50317382812,251.690963745117,-723.7626953125,1185.81506347656,349.633544921875,1234.14965820312,-269.621185302734,1341.47448730469,25.9084587097168,317.027404785156,2235.78369140625,193.314407348633,-113.424461364746,2937.15209960938,137.445159912109,1024.88793945312,685.514099121094,1046.25061035156,1702.0234375,64.5037689208984,1489.08264160156,787.718566894531,4932.67578125,483.503326416016,101,928,9,2552.08081054688,1358.29418945312,606.521545410156,BALBc-1_X03_Y03,6
9640,5193.26220703125,-41.3597869873047,571.860229492188,94.8882827758789,2178.08666992188,55.9814109802246,2812.927734375,-285.185729980469,2131.33715820312,493.895721435547,1633.82849121094,102.155586242676,2855.50854492188,-55.6522216796875,251.065078735352,7044.47802734375,843.867248535156,177.747650146484,3699.09838867188,185.886383056641,1731.64929199219,374.590545654297,489.800872802734,3296.4609375,3259.89135742188,764.109252929688,282.703643798828,1248.52709960938,572.274475097656,892,974,5,4450.20703125,1487.87023925781,636.044860839844,BALBc-1_X03_Y03,66
9640,4522.0419921875,-176.723556518555,236.401550292969,-6.47072887420654,1715.86804199219,104.662147521973,351.249969482422,-707.59130859375,2708.63745117188,260.29248046875,1495.68322753906,-83.4813079833984,2077.0849609375,1.14999580383301,292.702789306641,5678.04443359375,607.922058105469,92.0350189208984,3572.4609375,122.140769958496,1856.30773925781,167.687637329102,588.780883789062,4158.951171875,43.511589050293,1600.23950195312,638.339965820312,2438.08569335938,470.163787841797,806,551,8,4478.2119140625,1696.02746582031,653.421630859375,BALBc-1_X03_Y03,10
9640,3332.50415039062,-24.9690036773682,418.921417236328,327.404754638672,1897.27514648438,4417.390625,1698.49279785156,386.524108886719,1664.00305175781,1110.89782714844,1384.78784179688,858.222106933594,2125.8896484375,87.0750732421875,346.422698974609,6727.23681640625,860.370361328125,424.730926513672,3177.4326171875,296.413208007812,1592.69165039062,526.757568359375,352.569396972656,3898.91528320312,123.353691101074,1022.58282470703,558.591796875,2313.7978515625,416.019317626953,444,142,4,3219.53955078125,1716.46936035156,667.299255371094,BALBc-1_X03_Y03,96
9640,3324.71850585938,68.2805786132812,755.612060546875,162.470123291016,1535.38061523438,913.472351074219,848.504272460938,74.7494583129883,1005.74365234375,908.143310546875,1432.44299316406,642.786315917969,1330.60974121094,107.405807495117,274.557647705078,11265.1845703125,795.103332519531,1045.95385742188,3073.82568359375,394.07275390625,1221.88354492188,1788.98034667969,485.058654785156,5396.8603515625,288.538146972656,1521.39245605469,1027.59143066406,728.313659667969,475.607543945312,157,10,4,2323.72045898438,1389.4912109375,507.281555175781,BALBc-1_X03_Y03,72
9640,918.124572753906,-135.8056640625,-32.8022079467773,25.2903289794922,616.186218261719,-364.995208740234,496.565948486328,-374.617095947266,681.436950683594,223.508422851562,371.518157958984,-14.0543937683105,488.589050292969,92.6556015014648,179.906860351562,1174.64111328125,167.663543701172,-85.7007369995117,81.8933563232422,-11.9314060211182,318.182342529297,-103.502044677734,101.020965576172,2274.75317382812,-1.63105130195618,99.2556457519531,376.806518554688,-28.3203105926514,229.017135620117,458,222,8,2103.13403320312,772.477294921875,179.631973266602,BALBc-1_X03_Y03,96
9619,3902.09912109375,45.3645210266113,5486.1357421875,105.415992736816,1752.81237792969,95.9615478515625,1111.18872070312,1478.13586425781,622.288146972656,510.103515625,4775.32470703125,37.0067749023438,1011.49768066406,107.650619506836,196.924423217773,-220.380126953125,2028.05737304688,2003.30297851562,1290.5263671875,92.4039916992188,1101.67846679688,8849.3642578125,398.5576171875,-290.827911376953,-171.06640625,157.825668334961,24.9829158782959,-36.0858840942383,272.183776855469,979,955,8,410.254852294922,839.578186035156,365.048309326172,BALBc-1_X03_Y03,96
9640,2440.40478515625,30.0879535675049,341.074096679688,89.1807098388672,992.752075195312,1124.82922363281,846.68603515625,101.955940246582,988.327758789062,370.932312011719,733.942504882812,257.742431640625,1324.88977050781,17.9476909637451,127.871376037598,2625.5439453125,423.906158447266,210.406692504883,1750.78674316406,100.51732635498,687.996154785156,618.471618652344,250.182830810547,3326.42797851562,219.674133300781,2331.41162109375,526.331298828125,902.784973144531,241.0625,456,294,4,742.095703125,825.045837402344,398.277801513672,BALBc-1_X03_Y03,53
9602,4527.34375,-272.017364501953,245.934478759766,-23.0653419494629,2177.01049804688,6080.81982421875,1179.498046875,-1127.63610839844,2628.5029296875,2428.42407226562,2194.53442382812,-561.863586425781,3699.27172851562,-69.5630950927734,348.092224121094,3948.47827148438,733.02392578125,-258.845428466797,5223.91259765625,-23.8974933624268,2495.37231445312,378.616943359375,1089.68481445312,2239.29711914062,447.250335693359,1620.78051757812,612.947875976562,7558.970703125,755.027709960938,556,838,8,7204.48291015625,2457.50463867188,798.469848632812,BALBc-1_X03_Y03,10
9587,7404.12451171875,298.360198974609,1014.96649169922,360.248382568359,1765.63537597656,1101.65539550781,7171.6953125,759.159545898438,3625.23193359375,1596.13623046875,2425.47314453125,1263.81750488281,2512.60888671875,1126.73583984375,231.370864868164,-374.240051269531,2080.79541015625,738.397094726562,1116.53308105469,94.3546676635742,2777.669921875,788.886291503906,178.263534545898,-569.142639160156,6445.7880859375,315.373840332031,69.1859359741211,5116.6611328125,5717.21044921875,1316,669,5,1067.79467773438,1219.80090332031,829.855895996094,BALBc-1_X03_Y03,23
9640,4605.92578125,-241.975479125977,104.193809509277,38.752857208252,1892.2490234375,-571.299194335938,1073.90246582031,-837.471435546875,1738.36401367188,824.276733398438,2254.99096679688,-153.127593994141,2339.5986328125,7.18328666687012,356.461181640625,7221.8837890625,632.118774414062,-126.75301361084,3605.86376953125,263.714752197266,2163.61987304688,242.193084716797,839.546325683594,6198.51806640625,107.550025939941,4620.24609375,1991.23303222656,1298.24133300781,484.447479248047,278,737,5,5174.01513671875,2131.64282226562,782.461975097656,BALBc-1_X03_Y03,96
9640,-4.88859748840332,203.330108642578,511.365386962891,345.345581054688,1019.94207763672,1724.89819335938,1575.50659179688,591.491943359375,862.309326171875,336.007537841797,1015.224609375,346.901062011719,1331.38842773438,111.989959716797,158.858856201172,-2586.0966796875,792.570983886719,608.787109375,1021.60198974609,271.663360595703,377.699005126953,1078.8544921875,82.4604187011719,-256.053405761719,438.724487304688,452.347290039062,1352.40942382812,968.685180664062,250.905242919922,115,295,4,-651.479614257812,397.384704589844,198.197158813477,BALBc-1_X03_Y03,53
9640,4640.32568359375,-304.851257324219,-163.018157958984,-98.0451583862305,1913.67468261719,-863.018371582031,498.306243896484,-1231.39465332031,4295.01904296875,21.4744167327881,1401.68005371094,-733.829284667969,1935.67724609375,-80.734260559082,260.086761474609,-657.213256835938,233.583068847656,-328.120819091797,3641.48754882812,-126.980018615723,1267.73950195312,-452.513671875,718.695434570312,3822.39477539062,-280.856048583984,1080.28955078125,383.883270263672,2068.66137695312,364.374420166016,1070,742,8,6813.29736328125,1669.63623046875,311.618255615234,BALBc-1_X03_Y03,10
9640,4141.25537109375,-255.288909912109,164.081451416016,-44.2200317382812,2286.39770507812,-629.15185546875,1072.701171875,-945.560913085938,1933.66833496094,424.955017089844,2002.79443359375,-238.396606445312,2251.7587890625,327.482299804688,322.619689941406,3027.8896484375,687.267456054688,880.315673828125,3829.2978515625,3.62324023246765,1797.82214355469,504.703247070312,776.740234375,3717.86401367188,1707.5361328125,1692.54125976562,685.131225585938,1978.28369140625,641.282531738281,719,999,8,6226.24755859375,2017.75036621094,753.890502929688,BALBc-1_X03_Y03,74
9640,373.338531494141,-10.8749885559082,-57.2929191589355,5.99499320983887,176.602325439453,-50.3914566040039,499.508850097656,-51.9004783630371,1339.91564941406,328.410278320312,633.88916015625,-490.124114990234,511.2373046875,553.02783203125,166.512893676758,-751.165405273438,120.252922058105,157.150817871094,1682.03173828125,-114.363822937012,1133.23205566406,220.182098388672,1141.54455566406,855.738098144531,561.831420898438,566.111999511719,191.467956542969,176.61848449707,364.94970703125,1001,502,9,201.752700805664,416.993804931641,276.873626708984,BALBc-1_X03_Y03,96
9640,4267.5556640625,-137.492126464844,29.9781494140625,326.225128173828,2234.509765625,59.4756202697754,1200.24426269531,-428.278747558594,1753.04821777344,1250.28161621094,1618.30358886719,152.229583740234,2011.59936523438,-38.7201995849609,278.246856689453,6144.392578125,621.6904296875,99.5322341918945,2788.87377929688,-102.758575439453,1500.25646972656,-1169.58349609375,345.173248291016,5217.3779296875,-86.2511367797852,4047.97192382812,3226.53955078125,826.738525390625,706.860046386719,567,196,11,4970.44140625,1523.4931640625,481.987701416016,BALBc-1_X03_Y03,72
9640,5440.04248046875,-70.0779876708984,517.894592285156,77.17578125,2118.91137695312,55.1902236938477,3881.45654296875,-468.654052734375,3551.7099609375,1262.20959472656,1822.3740234375,265.480590820312,2780.009765625,-84.4690093994141,253.126739501953,3939.91455078125,847.0888671875,-72.3806381225586,3059.6640625,169.679046630859,2121.00024414062,853.88232421875,456.643127441406,3444.3603515625,3704.07983398438,668.040283203125,341.622009277344,2779.779296875,809.818176269531,1256,862,8,3041.31323242188,1658.57666015625,638.774291992188,BALBc-1_X03_Y03,14
9640,2599.6240234375,-36.1167907714844,95.9091567993164,609.570129394531,2330.66479492188,316.076599121094,468.678131103516,-137.524642944336,1711.04125976562,839.459899902344,1522.30895996094,-69.6201858520508,1572.71923828125,118.863868713379,890.588195800781,-76.0240173339844,357.820648193359,373.806457519531,6770.07763671875,-120.982872009277,1448.03637695312,241.485504150391,2046.20776367188,2195.6484375,906.228942871094,1666.51806640625,698.8623046875,1738.53723144531,395.571044921875,810,781,10,4276.4990234375,1061.30224609375,756.305908203125,BALBc-1_X03_Y03,10
9640,2866.0625,-132.288360595703,-150.769393920898,2.83847212791443,986.934020996094,1111.95080566406,156.928848266602,-486.584686279297,905.598510742188,351.846435546875,820.691284179688,-115.784088134766,1141.31555175781,-46.9701919555664,186.953460693359,2907.74731445312,73.3855438232422,-30.7911682128906,2717.88110351562,-6.31099033355713,1131.32653808594,-344.398345947266,344.077087402344,3590.58715820312,174.092239379883,1025.41638183594,636.874694824219,883.361206054688,370.099914550781,459,935,8,3665.82202148438,739.611145019531,188.725357055664,BALBc-1_X03_Y03,53
9602,971.707946777344,190.820388793945,781.469543457031,141.6962890625,1307.57421875,6837.50244140625,1888.69995117188,283.486419677734,1460.14794921875,1238.01208496094,1327.02368164062,280.977905273438,1772.67248535156,58.5871772766113,-53.3222236633301,2575.94482421875,774.314208984375,223.722045898438,778.861999511719,103.146179199219,3796.66552734375,1729.62805175781,243.867095947266,-57.3518981933594,1056.9111328125,112.29141998291,7.73695611953735,6394.14013671875,1377.552734375,843,352,8,889.871459960938,1123.24890136719,630.668334960938,BALBc-1_X03_Y03,33
9640,7450.689453125,-89.787841796875,388.689758300781,116.517425537109,2447.48657226562,-115.89875793457,4466.0087890625,-430.688842773438,3512.0830078125,959.250732421875,2373.32861328125,1398.41198730469,2658.96020507812,38.9738883972168,352.514739990234,12970.2294921875,889.547241210938,179.940933227539,4548.07421875,514.89306640625,3787.85986328125,428.984375,764.228637695312,5580.1943359375,8581.51953125,955.248657226562,475.397644042969,3355.23657226562,884.728637695312,1326,887,8,4530.06689453125,1887.75793457031,740.870910644531,BALBc-1_X03_Y03,76
9640,2412.83837890625,193.726806640625,828.354675292969,186.263580322266,1192.26428222656,1380.62524414062,1545.52648925781,398.665649414062,1367.60083007812,830.684814453125,1495.79467773438,552.931823730469,1832.77038574219,19.7635517120361,147.266647338867,3239.3515625,833.055236816406,253.805709838867,2200.17211914062,198.434844970703,1146.97229003906,784.281372070312,347.061676025391,1390.08850097656,425.684478759766,673.592468261719,234.807403564453,2436.61206054688,501.663330078125,589,709,4,633.515319824219,798.298583984375,702.544128417969,BALBc-1_X03_Y03,96
9640,2859.58325195312,-86.0926742553711,13.8337278366089,103.851417541504,1640.19262695312,1588.63464355469,1444.95275878906,-190.416427612305,1040.73327636719,984.570129394531,1938.75476074219,345.251831054688,1342.52001953125,30.6272563934326,354.692901611328,7392.90869140625,364.689300537109,211.453414916992,2891.33813476562,178.999389648438,1413.27734375,691.417358398438,1124.93969726562,4739.52783203125,122.305023193359,1075.2548828125,805.105712890625,2917.52563476562,304.999420166016,705,155,11,3517.08715820312,1085.45678710938,550.167419433594,BALBc-1_X03_Y03,6
9640,1746.69946289062,-171.54850769043,19.2369861602783,44.1598663330078,1509.2080078125,-262.147583007812,672.43603515625,-598.234375,1116.4853515625,742.683166503906,1715.5224609375,88.7422561645508,1559.01818847656,0.358748704195023,284.393981933594,10706.4052734375,385.004180908203,-132.189331054688,3301.93725585938,223.018920898438,1503.79748535156,71.2378311157227,789.050598144531,3556.0341796875,78.8348999023438,2060.26220703125,1703.01525878906,2022.79760742188,272.337524414062,432,848,11,4761.1162109375,1525.36547851562,521.299255371094,BALBc-1_X03_Y03,96
9597,2205.65966796875,135.913909912109,425.782104492188,472.166320800781,2069.3134765625,1387.80798339844,1233.78918457031,515.410339355469,1429.24938964844,1345.37145996094,1295.39514160156,562.598876953125,1902.14111328125,19.784143447876,279.829498291016,3115.93994140625,594.791076660156,838.8583984375,2489.96533203125,177.770965576172,1340.15783691406,-202.762939453125,464.258270263672,2488.56787109375,164.335952758789,3747.12622070312,2791.45947265625,654.658447265625,311.257110595703,137,123,7,2320.01904296875,975.335327148438,591.893859863281,BALBc-1_X03_Y03,53
9640,5157.875,-190.772796630859,32.4320869445801,195.034576416016,2081.767578125,244.865371704102,1338.193359375,-602.851745605469,2293.74633789062,730.16748046875,1705.07250976562,111.480621337891,2672.04248046875,-22.5513668060303,317.962493896484,8894.541015625,422.563873291016,134.161712646484,3270.25048828125,255.652618408203,1923.47595214844,-60.5925750732422,411.968719482422,6750.59423828125,281.205932617188,4918.02197265625,3340.99389648438,1744.28332519531,376.461242675781,74,573,7,4825.3232421875,1593.06372070312,556.355407714844,BALBc-1_X03_Y03,72
9640,784.976501464844,-187.561782836914,-71.4423675537109,-39.4926376342773,342.337860107422,-960.083801269531,59.2231864929199,-524.167541503906,84.0337982177734,-10.1598958969116,144.936050415039,-64.8620758056641,108.886436462402,151.806686401367,163.985885620117,2489.51318359375,110.016548156738,-1.03873252868652,61.7583961486816,123.145561218262,234.713729858398,502.728637695312,-151.037979125977,2465.61254882812,55.4194488525391,-29.1875782012939,218.98210144043,-120.888389587402,177.459686279297,371,13,10,1433.22290039062,632.745239257812,51.5181655883789,BALBc-1_X03_Y03,96
9640,1718.74499511719,-2.28822827339172,257.290130615234,36.6552543640137,970.120422363281,-1849.33776855469,461.520629882812,-21.3479881286621,513.922607421875,-365.451446533203,360.408172607422,368.701843261719,479.6884765625,21.1315040588379,59.252513885498,5802.70068359375,322.97607421875,90.8394241333008,1239.68151855469,173.098754882812,436.446228027344,-4.26894617080688,-122.552322387695,2484.47314453125,205.083053588867,-156.821350097656,163.255920410156,-872.355834960938,254.24494934082,542,832,7,1145.763671875,536.559326171875,209.595855712891,BALBc-1_X03_Y03,10
9597,3170.52661132812,-52.8005599975586,-425.134613037109,638.752807617188,2226.77368164062,1212.68994140625,901.472290039062,162.375259399414,1529.56884765625,2714.65063476562,2853.81762695312,587.642333984375,3673.00244140625,-0.909065186977386,398.388275146484,9149.8818359375,121.054290771484,684.149536132812,4861.8369140625,202.353576660156,2826.13037109375,-447.318939208984,671.722717285156,4484.7646484375,-194.265686035156,13201.0673828125,7433.0146484375,1022.15570068359,422.573425292969,361,821,4,2373.86108398438,1136.33459472656,1141.51611328125,BALBc-1_X03_Y03,53
9597,1543.81213378906,31.5009956359863,189.65315246582,207.033477783203,319.509429931641,-288.377655029297,567.912963867188,203.405426025391,522.104248046875,453.190155029297,388.070251464844,313.137878417969,1259.974609375,78.0253295898438,106.927711486816,3050.63159179688,288.327545166016,434.149658203125,894.31787109375,145.52685546875,498.055389404297,269.344696044922,-78.3363723754883,1347.42004394531,-53.8973426818848,2413.5947265625,1639.03344726562,103.279357910156,246.527969360352,173,927,6,-492.217468261719,276.540740966797,257.976715087891,BALBc-1_X03_Y03,96
9640,2176.9365234375,-133.393859863281,-679.346557617188,-25.3846054077148,653.846374511719,-229.820129394531,-355.820037841797,-727.38525390625,1548.75964355469,-104.917785644531,-472.421264648438,-1.89805924892426,612.758605957031,-2.26272654533386,165.497161865234,6111.30322265625,-7.42557954788208,-473.167633056641,2620.45751953125,130.952896118164,489.603942871094,-168.36213684082,264.923767089844,3346.38989257812,-517.577514648438,519.150756835938,322.003509521484,673.276977539062,140.513748168945,993,972,8,3696.85424804688,721.295532226562,130.484451293945,BALBc-1_X03_Y03,67
9597,-84.2140426635742,83.2071533203125,138.918548583984,131.039703369141,500.889404296875,210.989639282227,980.0888671875,140.734619140625,194.046051025391,405.803253173828,209.111602783203,218.511169433594,387.689849853516,124.431282043457,117.701019287109,-693.723510742188,187.615997314453,54.8020362854004,532.878234863281,89.6179504394531,-42.9906158447266,65.7959823608398,217.729263305664,1225.71887207031,30.8318614959717,2463.2451171875,1573.98718261719,-408.698455810547,156.17317199707,444,70,10,-351.153076171875,359.586303710938,324.882171630859,BALBc-1_X03_Y03,72
9640,213.737075805664,-34.6811485290527,27.1564788818359,9.75867652893066,301.593322753906,907.443603515625,120.734367370605,-257.919860839844,164.542510986328,5.99283361434937,2.1320743560791,-91.5933456420898,177.268417358398,141.203536987305,202.575531005859,-1576.30822753906,85.028205871582,-229.490798950195,1220.80493164062,163.439498901367,57.207950592041,-76.8547134399414,550.156677246094,928.30615234375,103.165061950684,-192.203186035156,-35.7433090209961,24.5264072418213,351.410980224609,317,31,8,852.9208984375,593.868347167969,193.073394775391,BALBc-1_X03_Y03,72
9640,3271.4267578125,-136.951721191406,413.348815917969,-20.9568958282471,1461.86938476562,-347.322845458984,1368.5947265625,-548.316284179688,1145.57983398438,116.524658203125,3014.62963867188,-110.514724731445,2615.7080078125,86.7395858764648,232.992767333984,5657.7236328125,598.772399902344,-237.541458129883,1985.3994140625,208.898788452148,1383.43200683594,750.29052734375,304.140563964844,3622.044921875,954.063720703125,595.462097167969,408.396331787109,1887.603515625,394.079284667969,1239,933,8,3284.95336914062,1475.98034667969,385.988128662109,BALBc-1_X03_Y03,60
9640,2859.458984375,-101.554542541504,178.927612304688,100.487747192383,1812.87084960938,688.036743164062,455.356842041016,-240.422149658203,1184.13781738281,1229.02001953125,1493.52600097656,-10.8973865509033,890.266357421875,59.0782623291016,297.400939941406,4267.0087890625,351.533294677734,-80.6156997680664,1654.90283203125,105.82349395752,1559.8134765625,450.703369140625,436.514617919922,4108.1220703125,94.5442199707031,614.551696777344,1335.87451171875,2231.05395507812,408.591949462891,527,517,10,3412.6865234375,1110.30505371094,325.285095214844,BALBc-1_X03_Y03,72
9640,4386.38623046875,-59.9242477416992,248.553955078125,162.964416503906,2058.70092773438,3941.74365234375,853.28662109375,-206.547592163086,1657.11804199219,668.073608398438,1647.654296875,148.898513793945,1893.91589355469,60.109260559082,310.957641601562,4459.4619140625,516.92236328125,293.08544921875,3752.11157226562,148.033554077148,1586.12915039062,1302.25268554688,634.9345703125,3520.67797851562,241.789138793945,1447.75085449219,698.994079589844,3204.96313476562,379.504455566406,587,556,4,1615.65051269531,1146.24304199219,551.9091796875,BALBc-1_X03_Y03,72
9640,2016.05847167969,-7.42153406143188,244.852432250977,68.4513168334961,1141.89892578125,219.401763916016,-55.1152725219727,-215.128204345703,754.581909179688,988.938842773438,311.989685058594,-10.9136257171631,1072.34741210938,-4.3819751739502,80.0712890625,594.431640625,217.953491210938,-37.5997276306152,972.168884277344,25.6843338012695,952.729736328125,-765.280639648438,160.610198974609,1364.47412109375,202.690139770508,415.997863769531,164.524139404297,476.925323486328,391.729095458984,563,909,8,2876.10815429688,744.006469726562,219.412643432617,BALBc-1_X03_Y03,33
9602,1494.19689941406,16.540246963501,142.370727539062,173.645217895508,1606.40783691406,7975.080078125,678.891357421875,-121.475845336914,527.129638671875,500.859497070312,603.304870605469,228.295867919922,1511.33447265625,114.915267944336,284.175567626953,3346.49633789062,384.053070068359,239.751281738281,1381.5205078125,144.400268554688,954.366577148438,1172.14855957031,127.689178466797,671.559143066406,574.892517089844,1328.21557617188,864.628784179688,3361.50659179688,631.79248046875,345,898,8,304.912963867188,908.799133300781,451.302185058594,BALBc-1_X03_Y03,10
