cell_id:cell_id,region:region,tile_num:tile_num,x:x,y:y,z:z,x_tile:x_tile,y_tile:y_tile,size:size,cyc001_ch001:DAPI1,cyc001_ch002:Blank,cyc001_ch003:Blank,cyc001_ch004:Blank,cyc002_ch001:DAPI2,cyc002_ch002:CD15,cyc002_ch003:Ki67,cyc002_ch004:CD45,cyc003_ch001:DAPI3,cyc003_ch002:CD8,cyc003_ch003:CD44,cyc003_ch004:CD68,cyc004_ch001:DAPI4,cyc004_ch002:Pancytokeratin,cyc004_ch003:CD4,cyc004_ch004:IDO1,cyc005_ch001:DAPI5,cyc005_ch002:Actin,cyc005_ch003:CD21,cyc005_ch004:CD11c,cyc006_ch001:DAPI6,cyc006_ch002:CD20,cyc006_ch003:CD57,cyc006_ch004:CD14,cyc007_ch001:DAPI7,cyc007_ch002:Vimentin,cyc007_ch003:CD3e,cyc007_ch004:SMA,cyc008_ch001:DAPI8,cyc008_ch002:Blank,cyc008_ch003:Blank,cyc008_ch004:Blank,homogeneity:homogeneity
53992,1,7,4032,1553,0,0,545,140,28383.942857142854,149.4142857142857,2924.5285714285715,483.24285714285713,20560.592857142856,70.07857142857142,1199.2642857142855,4505.942857142857,22528.2,70.83571428571429,8999.878571428571,1176.1857142857143,19382.14285714286,58.357142857142854,10742.771428571428,1233.307142857143,29789.26428571429,956.95,2235.7,467.77142857142854,28356.807142857146,5369.392857142857,689.5714285714286,1189.7285714285715,28788.57857142857,206.52857142857144,4509.457142857143,71.24285714285715,32087.007142857143,135.88571428571427,1866.857142857143,414.45,3.364894552856913
64058,1,17,5244,3291,0,1212,267,310,23129.08387096774,119.66451612903226,2136.222580645161,419.94193548387096,17241.76451612903,61.90967741935483,8303.954838709677,2271.761290322581,19076.51935483871,36.92903225806452,1886.8903225806453,967.2258064516128,17510,38.170967741935485,890.5677419354839,1114.2193548387097,25176.26129032258,263.7032258064516,16200.229032258065,538.5645161290323,21921.774193548383,4992.087096774194,817.5870967741936,1068.6580645161291,23572.948387096774,301.2483870967742,655.9096774193548,180.7258064516129,25285.12258064516,137.5032258064516,1603.5645161290322,376.14516129032256,3.372246646384064
27969,1,19,1583,3735,0,239,711,329,20774.58662613982,131.77811550151975,2964.598784194529,487.18237082066867,13979.854103343465,68.04559270516717,909.1762917933132,4278.176291793313,15834.629179331308,50.036474164133736,15183.714285714286,1365.7659574468084,13489.598784194528,52.78419452887538,10701.537993920972,1040.6382978723404,22066.382978723403,1025.401215805471,1884.984802431611,912.094224924012,17211.31914893617,174.08814589665653,759.2917933130699,1003.419452887538,17580.05775075988,991.7051671732524,3660.899696048632,403.72644376899694,22042.87537993921,140.61398176291794,1680.042553191489,398.77507598784194,3.505709513169139
72764,1,6,6318,1462,0,942,454,236,20788.741525423728,141.27542372881356,4381.1652542372885,663.6398305084746,15378.43220338983,168.9915254237288,2690.2881355932204,3186.0593220338983,16593.661016949154,50.65677966101695,12865.847457627118,9175.648305084746,15413.75,753.0720338983051,4045.838983050848,692.6949152542373,21087.76694915254,1844.9872881355932,4471.8050847457625,834.2372881355932,21717.17372881356,9041.957627118643,640.5720338983051,2021.949152542373,22417.11440677966,4188.550847457627,387.1694915254237,136.58898305084745,24059.98305084746,175.1864406779661,2493.9618644067796,570.271186440678,3.7086240555397745
53686,1,4,5275,588,0,1243,588,356,24392.536516853932,130.97752808988764,3373.1544943820227,533.185393258427,14392.744382022473,74.58426966292134,700.814606741573,4225.182584269663,15823.539325842698,47.35674157303371,6710.79213483146,1921.7949438202247,14236.188202247193,53.235955056179776,437.6432584269662,1794.1966292134832,28070.39606741573,886.3820224719101,9435.932584269663,497.2584269662921,23487.16573033708,6082.918539325843,784.7303370786517,963.7078651685392,24346.154494382023,795.2415730337078,260.10393258426967,143.3370786516854,28924.247191011236,149.13202247191012,1724.615168539326,427.0112359550562,3.3149829717165287
64166,1,17,5276,3735,0,1244,711,365,20893.11232876712,136.6767123287671,2361.054794520548,435.12602739726026,14144.89589041096,56.0986301369863,6461.210958904109,1709.8958904109588,15600.77808219178,35.608219178082194,1704.4027397260274,1032.0739726027398,13970.356164383562,48.37260273972603,618.1972602739726,883.7671232876712,22638.109589041094,495.1972602739726,23654.375342465755,652.5452054794521,19524.972602739726,5079.641095890411,562.6493150684931,1015.0082191780822,20645.035616438356,247.72054794520548,437.9616438356164,156.48767123287672,22773.375342465755,134.76986301369865,1452.2328767123288,402.6986301369863,3.351778869672428
56015,1,7,4827,1322,0,795,314,437,22626.04118993135,127.5766590389016,3880.6636155606407,604.070938215103,13665.592677345538,71.18535469107552,1055.8901601830664,2375.5194508009154,15402.70938215103,41.36155606407323,5747.068649885584,1578.4599542334097,13061.036613272312,49.17848970251716,959.95881006865,1183.3432494279175,26780.16018306636,515.3318077803203,14150.826086956522,419.1075514874142,21494.556064073226,1293.141876430206,559.1258581235697,752.8695652173913,23021.267734553778,2682.649885583524,903.162471395881,10459.935926773456,26130.389016018307,140.08924485125857,2195.414187643021,495.67734553775745,3.440460000450927
25455,1,12,1956,2244,0,612,228,332,20722.159638554214,131.21385542168676,1768.4006024096386,372.5481927710843,14381.506024096385,57.78313253012048,671.710843373494,4475.325301204819,16462.61144578313,936.5873493975904,13158.77409638554,1071.2590361445782,15084.807228915664,37.24698795180723,5095.078313253012,1252.2198795180725,20238.557228915663,1025.4668674698796,1437.4397590361446,344.8042168674699,16772.39156626506,281.0120481927711,775.222891566265,409.9879518072289,18985.17469879518,958.1385542168674,4019.75,112.355421686747,22017.60843373494,135.6475903614458,1157.7048192771083,334.9307228915663,3.4177294932852482
18833,1,2,1860,544,0,516,544,332,17425.933734939757,142.9277108433735,2997.7981927710844,476.671686746988,13428.60843373494,51.7289156626506,12532.936746987953,967.3734939759036,13844.060240963856,488.08734939759034,4201.75,1496.262048192771,14909.069277108434,37.09939759036145,1768.698795180723,1419.5933734939758,21637.189759036144,62.17469879518072,1200.1777108433737,1013.6777108433736,15333.096385542169,157.19578313253012,680.0481927710844,294.26807228915663,16090.599397590362,1102.1807228915663,1939.394578313253,17.710843373493976,20218.822289156626,133.04819277108433,2000.5421686746988,414.2198795180723,3.38756101625448
48118,1,23,3003,4901,0,315,869,328,18462.283536585364,133.1371951219512,2358.454268292683,424.8932926829268,12856.329268292682,68.6219512195122,5469.768292682927,1140.908536585366,14694.713414634149,32.85060975609756,1036.7103658536585,1124.344512195122,11785.905487804876,43.71036585365854,1065.5884146341464,962.625,19392.33231707317,401.1615853658537,10281.530487804876,435.405487804878,16931.655487804877,2352.893292682927,1114.7621951219512,734.3323170731708,17068.42987804878,93.8780487804878,552.594512195122,131.8841463414634,20423.975609756097,142.33536585365854,1626.128048780488,439.0426829268293,3.3500895517040177
55597,1,7,4660,1335,0,628,327,148,19974.087837837837,135.48648648648648,2323.189189189189,417.8108108108109,11917.364864864863,65.44594594594595,877.0135135135135,2500.8445945945946,13638.54054054054,36.53378378378378,6059.506756756757,1445.2635135135135,11549.081081081082,45.979729729729726,921.8783783783784,1092.8108108108108,22233.655405405407,495.0608108108109,3125.9324324324325,339.3918918918919,18901.614864864863,3499.641891891892,752.1081081081081,453.2364864864865,19891.641891891893,2458.2905405405404,190.70945945945945,167.25,23553.364864864863,147.97972972972974,1358.641891891892,336.36486486486484,3.2607436972982295
55139,1,7,4475,1468,0,443,460,614,18810.48371335505,134.29315960912052,2798.0325732899023,473.28338762214986,12268.08631921824,68.83061889250814,3456.732899022801,2921.589576547231,13516.45928338762,188.5114006514658,9120.899022801304,1623.7915309446255,11331,44.34201954397394,5696.980456026059,4814.317589576547,21653.72638436482,1024.8697068403908,1685.255700325733,465.3110749185667,18068.470684039086,823.7052117263844,763.185667752443,448.56677524429966,19003.074918566777,1428.3941368078176,3880.905537459283,383.5162866449511,21987.35667752443,140.81270358306188,1691.768729641694,398.7345276872964,3.517459446014095
41576,1,13,3137,2024,0,449,8,170,24354.058823529413,146.09411764705882,1792.152941176471,381.56470588235294,17526.894117647058,41.8,1118.605882352941,4871.594117647059,19218.394117647054,340.2705882352941,10416.494117647058,1321,16681.264705882353,35.470588235294116,6274.547058823529,1547.5764705882352,24811.805882352943,959.5764705882352,1502.7176470588236,391.5705882352941,20196.423529411764,47.629411764705885,836.5823529411765,341.0529411764706,23541.241176470587,1938.4,3152.6529411764704,93.83529411764704,27548.129411764705,127.15882352941176,1520.6764705882354,371.67058823529413,3.339482795885961
26932,1,12,2529,2713,0,1185,697,164,14644.835365853658,130.3780487804878,1803.9634146341464,358.4085365853659,11352.884146341465,49.66463414634146,923.8780487804878,4392.835365853659,12567.030487804876,355.1646341463415,17395.634146341465,1780.4817073170732,8212.573170731708,39.28048780487805,4095.2256097560976,1225.4939024390244,16118.646341463416,1874.3536585365853,1412.4329268292684,849.6280487804878,10345.542682926827,72.09756097560975,673.8536585365854,434.2865853658537,11485.939024390244,527.1585365853658,3368.8414634146343,112.45121951219512,18614.396341463416,131.15853658536585,1404.9939024390244,343.2560975609756,3.484221427592588
5926,1,10,1043,1991,0,1043,983,233,20492.197424892704,124.60944206008584,2507.549356223176,418.0257510729614,13459.085836909871,70.34763948497854,805.8025751072961,3331.274678111588,15290.532188841202,476.8969957081545,8875.317596566523,1209.098712446352,13262.618025751071,31.566523605150216,2205.708154506438,1061.68669527897,22658.81115879828,492.3519313304721,1409.1673819742489,340.53648068669526,15333.2660944206,77.72961373390558,830.5236051502146,527.5450643776824,16802.738197424893,2819.587982832618,4241.476394849786,158.10300429184548,22177.35193133047,150.41630901287553,1450.1115879828326,335.6824034334764,3.356518955146756
7720,1,11,408,2022,0,408,6,225,14897.271111111111,130.7422222222222,2518.4933333333333,422.9377777777778,10046.577777777778,62.73777777777778,1106.2711111111112,2454.862222222222,10976.146666666667,94.96444444444444,8036.133333333333,2202.391111111111,10093.875555555556,37.324444444444445,2492.1422222222222,4725.102222222222,16191.8,1772.2044444444443,1287.5422222222223,1720.0088888888888,12089.822222222225,2648.0666666666666,809.6355555555556,443.0577777777778,13008.373333333331,1977.013333333333,817.4488888888889,113.09777777777778,15094.271111111111,155.51111111111112,1467.4533333333334,399.32444444444445,3.640666862948912
47523,1,23,2764,4988,0,76,956,140,15568.07142857143,119.82857142857142,2109.4285714285716,398.4071428571429,10420.807142857142,49.628571428571426,4070.342857142857,3325.7785714285715,12266.021428571428,38.67857142857143,671.1785714285714,1065.8714285714286,10322.471428571427,50.871428571428574,900.4,1026.6714285714286,15482.792857142857,657.6,17622.378571428573,396.0928571428571,13831.857142857143,7577.614285714286,1082.892857142857,741.1357142857142,13706.514285714286,200.11428571428573,370.4714285714286,132.25,16830.564285714285,144.07857142857142,1526.7214285714283,428.87142857142857,3.49588273372128
42406,1,13,3439,2814,0,751,798,207,20362.840579710144,143.43478260869566,2651.7487922705313,483.3671497584541,13373.115942028986,46.067632850241544,1115.9710144927535,2902.9468599033817,15194.961352657005,411.231884057971,11524.091787439613,4723.251207729469,12872.024154589371,36.35265700483092,8268.091787439613,8917.019323671497,21950.19806763285,756.2995169082126,1491.5507246376812,1219.512077294686,18705.231884057972,47.94202898550725,864.8260869565217,466.0144927536232,19273.75845410628,6644.125603864734,1986.425120772947,204.70048309178745,23997.512077294687,142.67149758454107,2201.7487922705313,424.8647342995169,3.6254741039089553
37682,1,8,2800,1429,0,112,421,510,17900.733333333334,129.3862745098039,2770.5235294117647,463.6078431372549,13206.327450980392,65.28235294117647,937.6764705882352,4570.554901960784,14477.5,425.41764705882355,16876.16862745098,1557.743137254902,12559.909803921568,48.17843137254902,6578.003921568627,5539.7235294117645,19577.956862745097,1115.6254901960783,1318.2588235294118,2032.5607843137257,16715.213725490197,639.178431372549,1655.4235294117648,720.4529411764706,17110.711764705884,901.2803921568628,5167.858823529412,128.45294117647057,19496.819607843136,139.3607843137255,1517.464705882353,389.56666666666666,3.641439578642399
9284,1,11,941,2885,0,941,869,365,20826.353424657533,138.85205479452054,2778.5561643835617,471.5780821917808,13988.627397260274,66.06849315068493,730.1095890410959,3639.567123287671,15681.61095890411,891.5369863013699,11374.964383561644,1257.5945205479452,14079.580821917809,48.175342465753424,2042.13698630137,1317.8712328767124,24476.41369863014,506.65205479452055,1596.3013698630136,841.1342465753424,17053.287671232876,714.7424657534247,816.8931506849315,913.972602739726,17975.786301369862,2439.7342465753422,2418.8191780821917,270.47945205479454,21984.616438356163,144.95342465753424,1511.5232876712328,379.7616438356165,3.376724408703697
20751,1,9,1354,1984,0,10,976,182,18470,133.08241758241758,2772.9725274725274,453.0274725274725,13263.92857142857,70.64285714285714,864.6978021978022,6669.758241758242,14550.351648351649,360.8571428571428,14451.93956043956,1651.1153846153843,13205.521978021978,44.2032967032967,8755.406593406593,1102.3736263736264,20521.093406593405,692.1923076923077,1448.4395604395604,573.7582417582418,16511.302197802197,108.39010989010988,992.7527472527472,688.7582417582418,16678.763736263736,2053.4175824175823,5471.291208791209,135.86263736263737,20750.67032967033,153.25274725274724,1567.2142857142858,372.9780219780219,3.577624240553955
54045,1,7,4071,1475,0,39,467,206,17829.52427184466,134.44660194174756,2690.8446601941746,431.68932038834953,12860.04854368932,53.601941747572816,2509.995145631068,3682.223300970874,12885.18932038835,23.325242718446603,4990.868932038835,766.9029126213592,11699.135922330095,63.800970873786405,7480.582524271845,1279.4126213592233,21703.543689320388,591.1067961165048,1776.26213592233,479.1456310679612,15607.456310679612,67.6504854368932,892.1699029126214,563.2184466019418,17156.412621359224,1036.1456310679612,3897.7815533980583,115.55825242718448,20250.16990291262,139.6747572815534,1606.9514563106795,369.2864077669903,3.424435104559571
55243,1,7,4515,1519,0,483,511,320,22075.10625,137.4625,2714.415625,468.36875,14748.715625,72.1,1124.0125,3512.9125,15494.140625,41.33125,10706.16875,2364.159375,13054.190625,52.696875,9558.903125,1219.278125,27087.7625,1190.934375,1800.40625,674.890625,20037.521875,137.296875,884.3125,934.590625,21803.1125,3587.60625,5260.278125,190.9375,25807.425,136.125,1713.46875,409.0375,3.446783097411391
79548,1,16,6481,3990,0,1105,966,332,26549.61144578313,125.3433734939759,3463.3614457831327,566.183734939759,13181.55421686747,90.0421686746988,619.7379518072289,4137.97891566265,14537.572289156626,47.25301204819277,9592.578313253012,1674.5,15173.490963855422,59.79819277108434,807.9367469879518,1527.0481927710844,28296.048192771083,913.460843373494,6341.801204819277,485.01807228915663,22179.406626506025,7011.957831325301,902.1204819277108,646.644578313253,25414.385542168675,1629.855421686747,537.9096385542168,180.71987951807228,28477.701807228917,149.07831325301206,1980.0481927710844,498.74397590361446,3.322874488035478
31835,1,22,1703,4877,0,359,845,283,23401.982332155476,130.6042402826855,2637.1342756183744,445.82685512367493,16264.434628975265,75.37455830388693,1314.9929328621909,4838.597173144876,18405.551236749117,35.45583038869258,17255.795053003534,1140.0671378091872,16321.763250883392,47.830388692579504,9082.024734982331,1084.6289752650175,24647.448763250883,1613.65371024735,2890.8763250883394,555.6819787985866,20513.848056537103,4436.943462897527,1160.250883392226,729.4487632508834,20923.706713780917,2259.1696113074204,6343.028268551237,148.1095406360424,23708.611307420495,138.12014134275617,1848.851590106007,455.7102473498233,3.581135251896297
66666,1,24,4985,4691,0,953,659,260,18995.26923076923,134.93846153846152,4193.253846153846,632.7884615384615,11221.403846153846,76.81153846153846,902.8307692307692,2738.9846153846156,13300.819230769232,248.73076923076923,8396.334615384616,5864.796153846154,11433.392307692307,36.88461538461539,8533.811538461538,1025.703846153846,21016.93076923077,1163.126923076923,1619.8384615384616,418.7230769230769,17188.56923076923,164.18846153846152,868.0076923076923,513.5423076923076,18287.80769230769,4598.296153846154,3251.130769230769,412.0346153846154,21755.74615384615,176.73461538461538,2497.153846153846,554.8423076923077,3.5818986444255536
53048,1,4,4963,931,0,931,931,292,20341.472602739726,140.486301369863,2964.017123287671,511.6267123287671,13689.150684931506,54.59931506849315,4188.277397260274,5314.140410958904,15009.109589041096,45.40068493150685,985.0890410958904,1502.6335616438355,12300.174657534246,49.034246575342465,730.332191780822,980.3698630136986,20721.013698630137,1113.0787671232877,16802.195205479453,355.1506849315069,19222.698630136987,8994.921232876712,721.0753424657535,1219.8013698630136,19945.66780821918,118.3527397260274,313.6678082191781,110.1541095890411,22235.229452054795,150.84931506849315,1598.708904109589,406.78767123287673,3.4646048651677632
5916,1,10,1031,1943,0,1031,935,296,16117.527027027028,127.24662162162164,1800.4594594594594,376.4256756756757,10523.432432432432,48.57432432432432,9765.25,3369.152027027027,12128.581081081082,259.0945945945946,8802.371621621622,992.6182432432432,10445.33445945946,35.11824324324324,4696.25,1659.8445945945946,17526.31418918919,341.5304054054054,1321.1317567567569,359.80405405405406,12295.219594594597,98.4087837837838,1723.8074324324325,471.1891891891891,13106.56418918919,1787.7027027027027,3139.5675675675675,107.82770270270272,17297.739864864863,142.39527027027026,1117.5135135135135,323.6621621621622,3.6007905635440514
75875,1,15,6309,2708,0,933,692,276,22203.02536231884,122.72101449275362,2909.2065217391305,520.8985507246376,11461.300724637682,71.07246376811594,1027.5942028985507,3080.9927536231885,12949.688405797102,46.583333333333336,5163.369565217391,1549.572463768116,12171.311594202898,73.04710144927536,784.481884057971,1408.8985507246375,24132.677536231884,791.8876811594203,4232.242753623188,436.84057971014494,18388.489130434784,4812.605072463768,767.3405797101449,497.22463768115944,22557.82608695652,18.297101449275363,504.6159420289855,128.05434782608697,25540.22463768116,130.8659420289855,1728.1884057971015,436.2536231884058,3.234616522649277
59577,1,14,4817,2040,0,785,24,266,24833.244360902256,124.49624060150376,1792.2406015037593,363.06390977443607,17600.556390977443,57.00375939849624,1082.093984962406,4038.823308270677,19339.13157894737,32.30827067669173,7324.842105263157,1191.357142857143,16976.78947368421,53.97744360902256,6487.210526315789,1180.3834586466166,29545.827067669172,880.390977443609,2044.2744360902257,304.6278195488722,24972.0977443609,145.83834586466165,848.3308270676691,506.3233082706767,26518.06015037594,409.47744360902254,9030.27819548872,118.50375939849624,29013.206766917298,134.89473684210526,1349.654135338346,370.74436090225566,3.28711591229455
65331,1,24,4444,4844,0,412,812,332,21381.159638554214,147.7289156626506,1864.5572289156623,379.7891566265061,14264.512048192772,51.76807228915663,1138.421686746988,2093.840361445783,16339.078313253012,17.05421686746988,3110.828313253012,804.9849397590361,13694.32530120482,53.06024096385542,1866.8373493975903,1020.960843373494,23879.102409638555,602.9548192771084,2890.8042168674697,393.6114457831325,20486.993975903613,2048.9156626506024,1045.8915662650602,447.1024096385542,21505.39457831325,44.54216867469879,771.1355421686746,2282.0813253012047,24937.74096385542,138.51807228915663,1286.7560240963855,391.8343373493976,3.188721441664145
12356,1,20,722,3396,0,722,372,346,22903.36416184971,127.67341040462428,2483.6531791907514,461.4595375722544,15332.898843930636,58.540462427745666,1105.421965317919,6833.939306358381,17055.806358381502,183.3815028901734,9274.653179190753,996.4046242774566,15390.436416184972,62.48843930635838,9960.673410404625,1155.9450867052024,24844.395953757223,1158.85838150289,2402.433526011561,293.7225433526012,18224.14161849711,1233.8410404624278,1090.364161849711,594.2543352601156,19758.271676300577,780.4046242774566,4521.202312138728,154.19942196531792,23861.682080924857,144.6387283236994,1532.5809248554913,410.4913294797688,3.468579856467058
44023,1,18,2734,3504,0,46,480,154,14804.233766233769,128.6038961038961,1955.0844155844156,376.12987012987014,8949.87012987013,68.2012987012987,824.5454545454545,3041.9155844155844,10272.805194805194,42.201298701298704,1847.935064935065,926.9090909090908,8530.66883116883,38.032467532467535,651.6103896103896,1072.422077922078,16823.902597402597,461.45454545454544,25370.253246753247,354.7402597402597,12413.01948051948,5027.506493506494,872.7857142857143,851.4935064935065,12768.883116883117,95.35064935064936,434.9025974025974,191.16233766233765,16505.525974025975,141.7012987012987,1227.909090909091,367.7077922077922,3.2622936845503756
38672,1,8,3245,1360,0,557,352,163,13993.828220858895,139.7914110429448,2816.717791411043,485.3742331288344,9501.16564417178,35.282208588957054,804.9018404907976,2401.871165644172,10068.803680981597,75.42331288343559,15657.650306748466,1897.478527607362,8745.791411042945,30.67484662576687,2308.8159509202455,15893.779141104294,16605.78527607362,682.717791411043,1046.361963190184,4740.883435582822,12731.803680981597,65.4601226993865,928.1472392638036,1806.9018404907977,12742.141104294478,2961.576687116564,245.11042944785277,142.5766871165644,16534.699386503067,164.43558282208588,1483.5828220858896,437.03067484662574,3.63040987118549
80427,1,25,5566,4033,0,190,1,306,22255.54248366013,114.57843137254902,1946.1274509803925,422.63398692810455,14383.633986928104,95.16993464052288,1151.9738562091504,2259.0686274509803,16591.558823529413,48.009803921568626,4449.516339869281,1106.7287581699347,14661.12091503268,60.76470588235294,1347.2875816993464,939.9117647058824,25397.58823529412,896.0032679738562,2968.1960784313724,494.0686274509804,21283.598039215685,4256.192810457516,2196.2549019607845,582.3529411764706,23350.565359477125,336.7483660130719,518.7745098039215,135.8921568627451,25389.091503267973,138.91503267973857,1278.3954248366013,390.02287581699346,3.2132544123381424
